flight_no,airline,duration,price,most_common_depart_day,most_common_depart_time,most_common_meal,most_common_equipment,avg_on_time,departure airport,departure city,arrival airport,arrival city
3938,Delta,142,431.37,Saturday,10:00:00,,Canadair RJ,90,"Boston, USA",BOS,"Columbus, USA",CMH
671,Delta,83,176.1616393,Tuesday,7:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
2224,American Airlines,174,243.6237931,Tuesday,16:59:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Chicago, USA",ORD
1222,Delta,191,196.2091558,Wednesday,12:15:00,Refreshment for purchase,Boeing 737-900,100,"Boston, USA",BOS,"Atlanta, USA",ATL
215,JetBlue Airways,248,135.5808738,Tuesday,7:35:00,,Airbus A320,80,"Boston, USA",BOS,"Dallas, USA",DFW
1724,American Airlines,94,202.1631637,Sunday,11:00:00,,Airbus A321,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
6187,Delta,86,257.0153846,Saturday,7:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
1826,American Airlines,351,292.0314634,Wednesday,9:45:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Phoenix, USA",PHX
4622,American Airlines,90,186.85,Saturday,20:00:00,,Embraer 175,90,"Boston, USA",BOS,"Philadelphia, USA",PHL
1686,American Airlines,135,740.88,Saturday,21:01:00,Food For Purchase,Embraer 190,-1,"Boston, USA",BOS,"Charlotte, USA",CLT
4019,Delta,80,237.6314706,Thursday,7:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
2264,Delta,390,238.1,Saturday,14:35:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
2056,American Airlines,141,389.6833333,Sunday,12:44:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Charlotte, USA",CLT
1164,United,125,297.2,Sunday,11:07:00,Food and beverage for purchase,Boeing 737-900,-1,"Boston, USA",BOS,"Cleveland, USA",CLE
2169,American Airlines,87,296.708984,Sunday,11:00:00,,Airbus A319,100,"Boston, USA",BOS,"Washington, USA",DCA
3792,United,82,212.0251304,Sunday,9:30:00,,Embraer EMB-145,-1,"Boston, USA",BOS,"Newark, USA",EWR
1564,United,164,258.4676732,Saturday,13:00:00,Food and beverage for purchase,Boeing 737-900,100,"Boston, USA",BOS,"Chicago, USA",ORD
6237,United,245,337.6,Saturday,10:30:00,Food and beverage for purchase,,-1,"Boston, USA",BOS,"Houston, USA",IAH
252,American Airlines,171,285.4762526,Sunday,14:10:00,Food For Purchase,Boeing 737-800,80,"Boston, USA",BOS,"Chicago, USA",ORD
69,JetBlue Airways,202,398.6778947,Sunday,16:00:00,,Airbus A320,70,"Boston, USA",BOS,"Fort Lauderdale, USA",FLL
1887,American Airlines,88,298.662585,Friday,12:15:00,,Airbus A319,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
2827,Delta,174,242.0375,Monday,19:45:00,Refreshment for purchase,MDC MD90,90,"Boston, USA",BOS,"Atlanta, USA",ATL
2568,Delta,174,175.8244444,Saturday,11:30:00,Refreshment for purchase,Boeing 757 (757-300),100,"Boston, USA",BOS,"Atlanta, USA",ATL
667,Spirit Airlines,100,208.5152542,Friday,8:25:00,,Airbus A320,-1,"Boston, USA",BOS,"Baltimore, USA",BWI
6191,Delta,132,257.7111111,Tuesday,17:05:00,,,90,"Boston, USA",BOS,"Raleigh, USA",RDU
1808,American Airlines,142,368.4665766,Saturday,9:35:00,Food For Purchase,Airbus A321,90,"Boston, USA",BOS,"Charlotte, USA",CLT
616,American Airlines,324,348.956,Tuesday,19:15:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Phoenix, USA",PHX
333,American Airlines,380,322.4501873,Thursday,12:45:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
1539,Delta,195,348.3739683,Wednesday,17:15:00,Refreshment for purchase,Boeing 757,98,"Boston, USA",BOS,"Atlanta, USA",ATL
2126,American Airlines,76,194.5104478,Saturday,8:00:00,,Embraer 190,80,"Boston, USA",BOS,"New York, USA",LGA
1645,Delta,82,304.1870968,Saturday,13:00:00,,Airbus A319,90,"Boston, USA",BOS,"New York, USA",JFK
1410,Delta,178,246.8432692,Wednesday,12:15:00,Refreshment for purchase,MDC MD90,100,"Boston, USA",BOS,"Atlanta, USA",ATL
2845,Delta,128,262.1059283,Wednesday,14:43:00,,Airbus A320,70,"Boston, USA",BOS,"Detroit, USA",DTW
3334,United,87,206.6,Sunday,19:45:00,,,-1,"Boston, USA",BOS,"Newark, USA",EWR
1665,American Airlines,149,283.622,Saturday,19:10:00,Food For Purchase,Airbus A321,80,"Boston, USA",BOS,"Charlotte, USA",CLT
2917,JetBlue Airways,74,190.6783333,Monday,20:50:00,,Airbus A320,-1,"Boston, USA",BOS,"New York, USA",JFK
2067,Delta,327,434.215,Sunday,19:50:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
251,JetBlue Airways,179,1069.916667,Saturday,10:45:00,,Airbus A320,80,"Boston, USA",BOS,"Orlando, USA",MCO
2177,Delta,173,297.7319091,Monday,18:30:00,Refreshment for purchase,Boeing 757,90,"Boston, USA",BOS,"Atlanta, USA",ATL
1967,American Airlines,149,211.2506452,Wednesday,7:50:00,Food For Purchase,Airbus A321,90,"Boston, USA",BOS,"Charlotte, USA",CLT
2749,Delta,76,245.0785714,Tuesday,12:00:00,,Embraer 175,90,"Boston, USA",BOS,"New York, USA",LGA
121,JetBlue Airways,201,1390.9,Sunday,20:59:00,,Airbus A320,70,"Boston, USA",BOS,"West Palm Beach, USA",PBI
4052,American Airlines,110,360.325,Monday,20:20:00,,Canadair RJ,70,"Boston, USA",BOS,"Pittsburgh, USA",PIT
2679,American Airlines,218,237.4215873,Tuesday,15:20:00,Food For Purchase,Boeing 757,-1,"Boston, USA",BOS,"Miami, USA",MIA
204,Delta,327,164.1,Saturday,16:05:00,Food For Purchase,Boeing 737-900,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
1978,American Airlines,139,287.2368182,Sunday,6:05:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Charlotte, USA",CLT
3879,Delta,151,341.7952308,Friday,12:49:00,,,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
2834,Delta,177,311.3884615,Wednesday,14:48:00,Refreshment for purchase,Airbus A320,100,"Boston, USA",BOS,"Atlanta, USA",ATL
1928,United,78,217.1005051,Friday,7:30:00,,Boeing 737-700,100,"Boston, USA",BOS,"Newark, USA",EWR
877,JetBlue Airways,351,361.2779856,Monday,9:39:00,,Airbus A320,80,"Boston, USA",BOS,"Las Vegas, USA",LAS
2319,Delta,391,298.6810127,Thursday,14:34:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
25,American Airlines,379,308.5441549,Sunday,12:43:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
487,JetBlue Airways,386,265.7857391,Monday,16:45:00,Meal,Airbus A320,80,"Boston, USA",BOS,"Los Angeles, USA",LAX
3350,Delta,149,389.8313235,Sunday,10:35:00,,Embraer 175,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
3964,Delta,129,415.2086957,Wednesday,17:00:00,,,90,"Boston, USA",BOS,"Raleigh, USA",RDU
1660,American Airlines,97,389.1957666,Sunday,7:00:00,,Airbus A320,99,"Boston, USA",BOS,"Philadelphia, USA",PHL
1254,United,246,231.4077189,Saturday,7:30:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Houston, USA",IAH
1447,Delta,88,197.6029592,Thursday,6:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
389,United,98,255.1679023,Wednesday,6:00:00,,Boeing 737-900,100,"Boston, USA",BOS,"Washington, USA",IAD
2656,Delta,173,379.0333333,Monday,19:47:00,Refreshment for purchase,MDC MD90,90,"Boston, USA",BOS,"Atlanta, USA",ATL
2554,Delta,326,414.21,Monday,19:45:00,Food For Purchase,Airbus A320,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
1115,JetBlue Airways,252,155.6252968,Monday,14:30:00,,Airbus A320,60,"Boston, USA",BOS,"Dallas, USA",DFW
2671,Delta,82,174.3872816,Wednesday,9:00:00,,Boeing 717,80,"Boston, USA",BOS,"New York, USA",LGA
1249,Alaska Airlines,377,301.3584962,Friday,9:43:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
763,American Airlines,81,473.7240288,Sunday,5:00:00,,Airbus A320,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
775,United,162,289.6760235,Saturday,9:35:00,Food and beverage for purchase,Boeing 757 (757-300),90,"Boston, USA",BOS,"Chicago, USA",ORD
1967,Delta,77,255.561,Saturday,9:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
2738,Delta,82,287.4336585,Monday,14:00:00,,Embraer 175,90,"Boston, USA",BOS,"New York, USA",LGA
3342,Delta,133,354.6,Wednesday,13:55:00,,Embraer EMB-145,-1,"Boston, USA",BOS,"Columbus, USA",CMH
2580,Delta,170,275.7301439,Wednesday,12:10:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
465,JetBlue Airways,204,1207.703571,Saturday,11:25:00,,Airbus A320,90,"Boston, USA",BOS,"Fort Myers, USA",RSW
6156,United,245,232.6,Sunday,5:15:00,Food and beverage for purchase,,-1,"Boston, USA",BOS,"Houston, USA",IAH
703,American Airlines,145,292.1428659,Thursday,14:35:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Charlotte, USA",CLT
6214,Delta,119,308.3614894,Wednesday,9:00:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
4510,American Airlines,100,518.2222222,Sunday,13:15:00,,Embraer 175,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
2172,American Airlines,80,204.9713699,Monday,17:00:00,,Embraer 190,80,"Boston, USA",BOS,"New York, USA",LGA
2604,Delta,385,286.5642857,Thursday,14:32:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
2378,American Airlines,349,290.5463492,Wednesday,6:20:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Phoenix, USA",PHX
3925,Delta,79,240.9073267,Thursday,9:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
3874,Delta,118,300.6028409,Monday,11:55:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
1010,Alaska Airlines,159,243.1777778,Tuesday,5:00:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Chicago, USA",ORD
1147,United,176,254.9101299,Monday,19:59:00,Food and beverage for purchase,Airbus A319,100,"Boston, USA",BOS,"Chicago, USA",ORD
15,Alaska Airlines,379,431.0245283,Sunday,18:55:00,"Food For Purchase,Food For Purchase",BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Seattle, USA",SEA
1503,American Airlines,180,261.0673834,Wednesday,17:24:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Chicago, USA",ORD
2969,JetBlue Airways,199,345.8111111,Saturday,11:10:00,,Airbus A320,-1,"Boston, USA",BOS,"Fort Lauderdale, USA",FLL
1501,Delta,179,247.8358339,Wednesday,7:15:00,Refreshment for purchase,MDC MD90,100,"Boston, USA",BOS,"Atlanta, USA",ATL
2118,American Airlines,81,258.8787264,Thursday,18:00:00,,Embraer 190,70,"Boston, USA",BOS,"New York, USA",LGA
166,American Airlines,385,308.5477215,Saturday,9:30:00,Food For Purchase,Boeing 737-800,93,"Boston, USA",BOS,"Los Angeles, USA",LAX
350,Delta,178,248.6388889,Monday,18:30:00,Refreshment for purchase,MDC MD90,90,"Boston, USA",BOS,"Atlanta, USA",ATL
2391,Delta,195,309.2896602,Wednesday,16:27:00,Refreshment for purchase,Airbus A319,90,"Boston, USA",BOS,"Minneapolis, USA",MSP
89,American Airlines,169,235.5807307,Saturday,9:12:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Chicago, USA",ORD
3639,Delta,82,273.8984211,Saturday,6:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
367,Virgin America,386,318.2752045,Wednesday,17:45:00,,Airbus A320,80,"Boston, USA",BOS,"Los Angeles, USA",LAX
4061,Delta,79,351.1747619,Sunday,9:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
3979,Delta,76,308.459,Saturday,10:00:00,,,-1,"Boston, USA",BOS,"New York, USA",JFK
6267,Delta,167,221.4310881,Friday,6:00:00,,,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
866,Delta,128,313.0581092,Wednesday,14:36:00,,Airbus A320,70,"Boston, USA",BOS,"Detroit, USA",DTW
1404,Delta,320,259.6,Saturday,16:10:00,Food For Purchase,Airbus A320,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
665,JetBlue Airways,222,1526.8,Saturday,9:00:00,,Airbus A320,86,"Boston, USA",BOS,"Fort Myers, USA",RSW
1760,Delta,180,234.2324545,Wednesday,12:15:00,Refreshment for purchase,MDC MD90,100,"Boston, USA",BOS,"Atlanta, USA",ATL
1927,JetBlue Airways,88,104.1940609,Monday,12:20:00,,Embraer 190,100,"Boston, USA",BOS,"Baltimore, USA",BWI
157,JetBlue Airways,95,232.61,Friday,8:52:00,,Embraer 190,-1,"Boston, USA",BOS,"Washington, USA",IAD
593,United,274,261.8681327,Friday,18:24:00,Food For Purchase,Boeing 737-900,60,"Boston, USA",BOS,"Denver, USA",DEN
2016,United,91,204.2827795,Friday,18:50:00,,Boeing 737-700,80,"Boston, USA",BOS,"Newark, USA",EWR
553,American Airlines,136,206.4084651,Saturday,19:10:00,Food For Purchase,Airbus A321,80,"Boston, USA",BOS,"Charlotte, USA",CLT
1200,American Airlines,256,226.4465396,Friday,17:41:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Dallas, USA",DFW
1623,Delta,138,248.2758857,Wednesday,18:55:00,,BOEING (DOUGLAS) MD-88,80,"Boston, USA",BOS,"Detroit, USA",DTW
2159,American Airlines,92,318.4068954,Saturday,6:00:00,,Airbus A319,90,"Boston, USA",BOS,"Washington, USA",DCA
1268,United,250,287.7529412,Thursday,19:10:00,Food For Purchase,Boeing 737-900,90,"Boston, USA",BOS,"Houston, USA",IAH
981,Delta,177,249.2197925,Saturday,13:30:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
2053,American Airlines,148,244.0352336,Thursday,7:55:00,Food For Purchase,Airbus A321,90,"Boston, USA",BOS,"Charlotte, USA",CLT
6210,Delta,143,254.8107418,Wednesday,13:10:00,,,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
2442,Delta,326,442.416,Sunday,19:45:00,Food For Purchase,Airbus A320,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
144,Spirit Airlines,173,200.1461538,Friday,8:00:00,,Airbus A319,-1,"Boston, USA",BOS,"Atlanta, USA",ATL
2020,United,79,211.2428571,Sunday,7:53:00,,Airbus A319,100,"Boston, USA",BOS,"Newark, USA",EWR
714,American Airlines,92,238.879668,Monday,16:10:00,,Airbus A321,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
2188,American Airlines,151,287.6,Thursday,19:16:00,Food For Purchase,Boeing 737-800,80,"Boston, USA",BOS,"Charlotte, USA",CLT
1650,American Airlines,246,301.1,Friday,19:53:00,Food For Purchase,Airbus A320,-1,"Boston, USA",BOS,"Dallas, USA",DFW
1078,United,80,208.3134088,Saturday,6:00:00,,Boeing 737-800,100,"Boston, USA",BOS,"Newark, USA",EWR
760,United,245,223.9623041,Saturday,10:30:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Houston, USA",IAH
1296,American Airlines,248,178.9300346,Saturday,6:25:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Dallas, USA",DFW
417,JetBlue Airways,78,227.1049525,Monday,14:35:00,,Embraer 190,-1,"Boston, USA",BOS,"New York, USA",JFK
1852,American Airlines,132,500.8740909,Saturday,5:00:00,Food For Purchase,Airbus A319,100,"Boston, USA",BOS,"Charlotte, USA",CLT
204,United,172,251.1408333,Saturday,15:05:00,Food and beverage for purchase,Boeing 737-900,90,"Boston, USA",BOS,"Chicago, USA",ORD
2274,Delta,326,461.22,Sunday,19:45:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
737,Alaska Airlines,372,400.3030629,Saturday,9:00:00,"Food For Purchase,Food For Purchase",Boeing 737-900,-1,"Boston, USA",BOS,"Seattle, USA",SEA
3824,American Airlines,94,265.1278571,Tuesday,7:50:00,,Canadair RJ,-1,"Boston, USA",BOS,"Buffalo, USA",BUF
5540,United,163,329.9425,Saturday,10:20:00,Food and beverage for purchase,Canadian Regional Jet 700,-1,"Boston, USA",BOS,"Chicago, USA",ORD
407,American Airlines,328,340.4682558,Wednesday,10:15:00,Food For Purchase,Airbus A320,-1,"Boston, USA",BOS,"Phoenix, USA",PHX
3809,Delta,86,209.5820455,Sunday,7:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
597,American Airlines,339,329.2988525,Thursday,10:05:00,Food For Purchase,Airbus A319,100,"Boston, USA",BOS,"Phoenix, USA",PHX
1807,American Airlines,328,393.4633333,Sunday,10:15:00,Food For Purchase,Airbus A321,-1,"Boston, USA",BOS,"Phoenix, USA",PHX
2677,Delta,80,187.3008571,Friday,15:00:00,,Boeing 717,80,"Boston, USA",BOS,"New York, USA",LGA
2736,Delta,82,187.9742308,Wednesday,10:00:00,,Embraer 175,80,"Boston, USA",BOS,"New York, USA",LGA
2463,American Airlines,247,283.2793641,Saturday,12:38:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Dallas, USA",DFW
1427,JetBlue Airways,89,105.6251142,Monday,20:59:00,,Embraer 190,80,"Boston, USA",BOS,"Baltimore, USA",BWI
1461,American Airlines,249,317.975,Sunday,19:50:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Dallas, USA",DFW
1875,Cape Air,55,620.6468116,Wednesday,11:55:00,,Cessna,-1,"Boston, USA",BOS,"Lebanon, USA",LEB
1913,United,170,245.2423077,Saturday,15:03:00,Food and beverage for purchase,Boeing 737-900,90,"Boston, USA",BOS,"Chicago, USA",ORD
2177,Delta,81,360.5,Sunday,15:00:00,,Boeing 717,90,"Boston, USA",BOS,"New York, USA",JFK
2646,American Airlines,249,300.1033333,Thursday,19:50:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Dallas, USA",DFW
6274,Delta,127,296.245,Monday,11:30:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
1792,American Airlines,140,330.4033333,Sunday,11:05:00,Food For Purchase,Airbus A319,100,"Boston, USA",BOS,"Charlotte, USA",CLT
713,American Airlines,139,277.2475789,Thursday,6:05:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Charlotte, USA",CLT
708,United,280,378.5166667,Sunday,9:40:00,Food For Purchase,Airbus A319,-1,"Boston, USA",BOS,"Denver, USA",DEN
6213,Delta,131,278.4541463,Monday,17:00:00,,,90,"Boston, USA",BOS,"Raleigh, USA",RDU
2471,Delta,75,232.9366486,Saturday,6:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
1662,American Airlines,90,251.1490024,Saturday,9:00:00,,Airbus A321,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
1077,JetBlue Airways,352,353.5101633,Wednesday,7:00:00,,Airbus A320,-1,"Boston, USA",BOS,"Las Vegas, USA",LAS
3363,United,99,330.2666667,Sunday,18:58:00,,EMBRAER 170,-1,"Boston, USA",BOS,"Newark, USA",EWR
2627,Delta,326,487.8766667,Monday,19:45:00,Food For Purchase,Airbus A320,-1,"Boston, USA",BOS,"Salt Lake City, USA",SLC
1027,Spirit Airlines,97,93.10854701,Wednesday,20:55:00,,Airbus A319,-1,"Boston, USA",BOS,"Baltimore, USA",BWI
2644,Delta,375,417.825,Sunday,7:00:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Seattle, USA",SEA
329,Delta,141,240.0150538,Friday,17:04:00,,BOEING (DOUGLAS) MD-88,90,"Boston, USA",BOS,"Cincinnati, USA",CVG
891,American Airlines,140,239.9901905,Thursday,11:04:00,Food For Purchase,Airbus A321,100,"Boston, USA",BOS,"Charlotte, USA",CLT
2251,American Airlines,252,256.8199228,Sunday,10:00:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Dallas, USA",DFW
1509,American Airlines,208,299.2855556,Sunday,11:15:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Miami, USA",MIA
2430,American Airlines,162,246.9094278,Saturday,10:48:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Chicago, USA",ORD
6249,Delta,144,261.3541781,Wednesday,6:30:00,,,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
3767,United,127,426.0855882,Wednesday,8:19:00,Food and beverage for purchase,Embraer EMB-145,100,"Boston, USA",BOS,"Cleveland, USA",CLE
829,Delta,196,255.4780295,Wednesday,11:24:00,Refreshment for purchase,Airbus A320,100,"Boston, USA",BOS,"Minneapolis, USA",MSP
1654,Delta,168,300.3230323,Saturday,16:08:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
1898,American Airlines,129,261.0337895,Sunday,5:00:00,Food For Purchase,Airbus A319,100,"Boston, USA",BOS,"Charlotte, USA",CLT
330,American Airlines,77,216.4365385,Wednesday,6:00:00,,Boeing 737-800,100,"Boston, USA",BOS,"New York, USA",JFK
3665,Delta,83,176.3287634,Saturday,11:00:00,,,90,"Boston, USA",BOS,"New York, USA",JFK
1474,United,382,370.2,Sunday,17:25:00,Food For Purchase,Boeing 737-900,-1,"Boston, USA",BOS,"San Francisco, USA",SFO
1658,American Airlines,96,297.3908822,Saturday,13:15:00,,Embraer 190,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
642,American Airlines,332,311.0741667,Saturday,11:30:00,Food For Purchase,Airbus A319,-1,"Boston, USA",BOS,"Phoenix, USA",PHX
2127,American Airlines,98,275.296065,Friday,7:00:00,,Airbus A319,100,"Boston, USA",BOS,"Washington, USA",DCA
413,American Airlines,139,330.8190789,Saturday,6:05:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Charlotte, USA",CLT
427,JetBlue Airways,91,103.8986842,Monday,8:15:00,,Embraer 190,99,"Boston, USA",BOS,"Baltimore, USA",BWI
207,United,383,315.6311765,Friday,8:00:00,Food For Purchase,Boeing 757 (757-300),100,"Boston, USA",BOS,"San Francisco, USA",SFO
3582,United,93,389.1,Saturday,15:10:00,,EMBRAER 170,-1,"Boston, USA",BOS,"Newark, USA",EWR
615,American Airlines,81,396.499506,Friday,5:00:00,,Airbus A321,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
2124,American Airlines,96,266.9862667,Thursday,18:00:00,,Airbus A319,90,"Boston, USA",BOS,"Washington, USA",DCA
1690,Delta,132,260.1481304,Wednesday,9:00:00,,Airbus A320,90,"Boston, USA",BOS,"Detroit, USA",DTW
1576,United,95,208.6698678,Tuesday,13:00:00,,Boeing 737-700,70,"Boston, USA",BOS,"Newark, USA",EWR
2639,Delta,89,208.6059659,Thursday,7:00:00,,Boeing 717,100,"Boston, USA",BOS,"New York, USA",JFK
717,JetBlue Airways,71,218.5927922,Monday,9:05:00,,Airbus A320,91,"Boston, USA",BOS,"New York, USA",JFK
363,American Airlines,166,213.1711134,Saturday,15:48:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Chicago, USA",ORD
863,Delta,375,272.2131387,Saturday,7:00:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Seattle, USA",SEA
3284,Delta,166,602.1,Saturday,9:15:00,,Embraer 175,90,"Boston, USA",BOS,"Indianapolis, USA",IND
800,Delta,172,299.9856017,Friday,11:00:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
833,JetBlue Airways,401,293.1712121,Monday,19:45:00,Meal,Airbus A320,70,"Boston, USA",BOS,"San Francisco, USA",SFO
917,JetBlue Airways,69,215.2625657,Sunday,5:45:00,,Airbus A320,90,"Boston, USA",BOS,"New York, USA",JFK
6287,Delta,124,307.4363636,Saturday,11:15:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
3761,Delta,120,305.4952727,Wednesday,6:44:00,,,80,"Boston, USA",BOS,"Raleigh, USA",RDU
769,JetBlue Airways,201,228.9333333,Monday,11:15:00,,Airbus A320,90,"Boston, USA",BOS,"Fort Lauderdale, USA",FLL
566,United,93,179.1579439,Tuesday,10:46:00,,Boeing 737-700,100,"Boston, USA",BOS,"Newark, USA",EWR
6188,Delta,136,371.2666667,Saturday,10:30:00,,Canadian Regional Jet 700,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
6310,Delta,90,210.8627861,Wednesday,13:00:00,,Canadian Regional Jet 700,90,"Boston, USA",BOS,"New York, USA",JFK
3420,Delta,134,354.6,Tuesday,14:30:00,,Embraer EMB-145,80,"Boston, USA",BOS,"Columbus, USA",CMH
2651,Delta,187,281.1223077,Monday,19:45:00,Refreshment for purchase,BOEING (DOUGLAS) MD-88,90,"Boston, USA",BOS,"Atlanta, USA",ATL
6231,Delta,130,370.4689744,Wednesday,14:10:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
1871,Cape Air,55,622.6734657,Friday,8:45:00,,Cessna,-1,"Boston, USA",BOS,"Lebanon, USA",LEB
2734,Delta,79,235.9152381,Wednesday,6:00:00,,Embraer 175,90,"Boston, USA",BOS,"New York, USA",LGA
1105,American Airlines,85,233.5268293,Monday,17:45:00,,,70,"Boston, USA",BOS,"New York, USA",JFK
1709,American Airlines,143,256.0373684,Wednesday,6:05:00,Food For Purchase,Airbus A320,100,"Boston, USA",BOS,"Charlotte, USA",CLT
2675,Delta,78,198.0577451,Tuesday,11:00:00,,Boeing 717,90,"Boston, USA",BOS,"New York, USA",LGA
2253,American Airlines,164,269.4906934,Sunday,10:00:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Chicago, USA",ORD
1781,Delta,205,447.8666667,Saturday,19:30:00,Refreshment for purchase,Airbus A319,-1,"Boston, USA",BOS,"Orlando, USA",MCO
1523,Delta,138,293.8165999,Wednesday,16:40:00,,Airbus A319,100,"Boston, USA",BOS,"Detroit, USA",DTW
6307,Delta,135,391.5959389,Sunday,13:15:00,,,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
4260,Delta,122,320.9118935,Monday,14:15:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
2743,Delta,80,233.3517241,Saturday,14:00:00,,Embraer 175,90,"Boston, USA",BOS,"New York, USA",LGA
2117,JetBlue Airways,80,169.1659375,Tuesday,18:35:00,,Airbus A320,75,"Boston, USA",BOS,"New York, USA",JFK
2476,American Airlines,212,256.0333333,Wednesday,8:00:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Miami, USA",MIA
3335,United,93,146.9125,Sunday,12:19:00,,EMBRAER 170,-1,"Boston, USA",BOS,"Newark, USA",EWR
1561,American Airlines,247,227.7037472,Saturday,8:28:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Dallas, USA",DFW
