Origin,Org_Lat,Org_Lon,Dest,Dest_Lat,Dest_Lon,Time_Of_Day,Avg_Delay
MSY,29.993389,-90.258028,SEA,47.449,-122.309306,18,-1.05
LAX,33.942536,-118.408075,MDW,41.785972,-87.752417,19,33.28
FLL,26.072583,-80.15275,CLT,35.214,-80.943139,8,0.56
GEG,47.619861,-117.533833,BOI,43.564361,-116.222861,9,15.33
BUF,42.940525,-78.732167,FLL,26.072583,-80.15275,13,5.57
MDW,41.785972,-87.752417,BWI,39.175361,-76.668333,15,15.08
DAL,32.847111,-96.851778,LAS,36.080056,-115.15225,17,13.18
SAN,32.733556,-117.189667,OAK,37.721278,-122.220722,22,6.82
IAH,29.984433,-95.341442,MEM,35.042417,-89.976667,6,0.40
DEN,39.861656,-104.673178,MTJ,38.509794,-107.894242,10,11.42
DTW,42.212444,-83.353389,IAD,38.944533,-77.455811,13,2.43
BWI,39.175361,-76.668333,PWM,43.646161,-70.309281,6,-4.00
MDW,41.785972,-87.752417,PBI,26.683161,-80.095589,8,7.73
BWI,39.175361,-76.668333,SDF,38.1740858,-85.7364989,18,20.41
IAD,38.944533,-77.455811,MCO,28.429394,-81.308994,21,25.50
JFK,40.639751,-73.778925,DCA,38.852083,-77.037722,9,-0.44
DEN,39.861656,-104.673178,LAX,33.942536,-118.408075,19,22.35
IAH,29.984433,-95.341442,SAN,32.733556,-117.189667,11,10.20
EWR,40.6925,-74.168667,RIC,37.505167,-77.319667,16,29.74
MHT,42.932556,-71.435667,EWR,40.6925,-74.168667,14,10.15
MCI,39.297606,-94.713905,IAD,38.944533,-77.455811,7,1.77
LGA,40.777245,-73.872608,BTV,44.471861,-73.153278,8,1.52
FLL,26.072583,-80.15275,ALB,42.748267,-73.801692,7,-4.00
ORD,41.978603,-87.904842,LAS,36.080056,-115.15225,8,12.65
PHX,33.434278,-112.011583,MCI,39.297606,-94.713905,18,13.05
GSO,36.09775,-79.937306,ATL,33.636719,-84.428067,23,63.00
SLC,40.788389,-111.977772,DTW,42.212444,-83.353389,5,-0.33
JFK,40.639751,-73.778925,PBI,26.683161,-80.095589,8,6.83
LGA,40.777245,-73.872608,BTV,44.471861,-73.153278,16,-5.00
RDU,35.877639,-78.787472,EWR,40.6925,-74.168667,21,-10.00
SFO,37.618972,-122.374889,HNL,21.318681,-157.922428,8,6.25
TPA,27.975472,-82.53325,MKE,42.947222,-87.896583,17,18.51
LAX,33.942536,-118.408075,SJC,37.3626,-121.929022,12,7.75
ANC,61.174361,-149.996361,SEA,47.449,-122.309306,16,3.07
EWR,40.6925,-74.168667,RIC,37.505167,-77.319667,8,6.82
SNA,33.675667,-117.868222,SFO,37.618972,-122.374889,8,19.71
BOS,42.364347,-71.005181,CLE,41.411689,-81.849794,9,2.43
RSW,26.536167,-81.755167,DEN,39.861656,-104.673178,13,5.88
CVG,39.048836,-84.667822,SLC,40.788389,-111.977772,19,7.34
HOU,29.645419,-95.278889,ATL,33.636719,-84.428067,11,10.58
BWI,39.175361,-76.668333,HOU,29.645419,-95.278889,6,2.17
ANC,61.174361,-149.996361,OGG,20.89865,-156.430458,11,-5.56
AUS,30.194528,-97.669889,DEN,39.861656,-104.673178,21,59.33
LAS,36.080056,-115.15225,DEN,39.861656,-104.673178,9,5.31
JAX,30.494056,-81.687861,PHL,39.871944,-75.241139,19,-1.00
FLL,26.072583,-80.15275,BDL,41.938889,-72.683222,14,26.65
FLL,26.072583,-80.15275,DCA,38.852083,-77.037722,12,10.86
STL,38.748697,-90.370028,RSW,26.536167,-81.755167,9,4.46
ORD,41.978603,-87.904842,BTV,44.471861,-73.153278,15,0.00
ORD,41.978603,-87.904842,CVG,39.048836,-84.667822,18,20.15
TUS,32.116083,-110.941028,PHX,33.434278,-112.011583,19,-2.51
PHL,39.871944,-75.241139,IND,39.717331,-86.294383,11,-4.00
PIT,40.491467,-80.232872,MSP,44.881956,-93.221767,20,14.75
ATL,33.636719,-84.428067,VPS,30.48325,-86.5254,7,136.00
SAT,29.533694,-98.469778,LAS,36.080056,-115.15225,8,-2.56
JFK,40.639751,-73.778925,CLE,41.411689,-81.849794,16,14.49
DCA,38.852083,-77.037722,MSY,29.993389,-90.258028,9,-0.41
PHX,33.434278,-112.011583,JFK,40.639751,-73.778925,15,15.88
ORD,41.978603,-87.904842,SDF,38.1740858,-85.7364989,10,13.03
LGA,40.777245,-73.872608,ATL,33.636719,-84.428067,21,24.83
LFT,30.205278,-91.987611,DEN,39.861656,-104.673178,11,22.00
GRB,44.485072,-88.129589,MSP,44.881956,-93.221767,8,-3.12
SFO,37.618972,-122.374889,DTW,42.212444,-83.353389,16,24.67
STL,38.748697,-90.370028,RDU,35.877639,-78.787472,18,16.70
MDW,41.785972,-87.752417,MCO,28.429394,-81.308994,6,0.61
DFW,32.896828,-97.037997,FLL,26.072583,-80.15275,6,4.21
GEG,47.619861,-117.533833,SEA,47.449,-122.309306,11,-0.58
OMA,41.303167,-95.894069,EWR,40.6925,-74.168667,18,22.05
IAH,29.984433,-95.341442,FLL,26.072583,-80.15275,21,45.13
BUF,42.940525,-78.732167,RSW,26.536167,-81.755167,7,2.71
LAS,36.080056,-115.15225,STL,38.748697,-90.370028,12,8.00
EWR,40.6925,-74.168667,MEM,35.042417,-89.976667,20,21.22
CMH,39.997972,-82.891889,RSW,26.536167,-81.755167,8,1.27
OAK,37.721278,-122.220722,DEN,39.861656,-104.673178,19,24.49
JAX,30.494056,-81.687861,JFK,40.639751,-73.778925,10,8.42
CPR,42.908,-106.464417,DEN,39.861656,-104.673178,14,7.80
BWI,39.175361,-76.668333,LIT,34.729444,-92.224306,13,21.46
ANC,61.174361,-149.996361,OGG,20.89865,-156.430458,9,1.35
GSO,36.09775,-79.937306,CVG,39.048836,-84.667822,17,3.00
DEN,39.861656,-104.673178,XNA,36.2818694,-94.3068111,15,32.29
AEX,31.3274,-92.549833,IAH,29.984433,-95.341442,9,0.64
BMI,40.477111,-88.915917,ATL,33.636719,-84.428067,7,-6.00
DEN,39.861656,-104.673178,DFW,32.896828,-97.037997,15,14.77
GEG,47.619861,-117.533833,DEN,39.861656,-104.673178,9,-1.00
BHM,33.562942,-86.75355,MSY,29.993389,-90.258028,17,13.00
CVG,39.048836,-84.667822,ATL,33.636719,-84.428067,16,8.03
EWR,40.6925,-74.168667,OMA,41.303167,-95.894069,13,5.26
MSN,43.139858,-89.337514,ATL,33.636719,-84.428067,11,7.80
IAH,29.984433,-95.341442,PNS,30.473425,-87.186611,13,6.58
RSW,26.536167,-81.755167,ATL,33.636719,-84.428067,6,-2.00
EYW,24.556111,-81.759556,ATL,33.636719,-84.428067,11,5.61
MDW,41.785972,-87.752417,CAK,40.9160833,-81.4421944,19,29.40
HOU,29.645419,-95.278889,BHM,33.562942,-86.75355,11,7.60
FLL,26.072583,-80.15275,DTW,42.212444,-83.353389,9,-0.38
MCO,28.429394,-81.308994,IAD,38.944533,-77.455811,11,-6.25
PWM,43.646161,-70.309281,ORD,41.978603,-87.904842,17,27.12
DEN,39.861656,-104.673178,JAX,30.494056,-81.687861,11,9.00
JAX,30.494056,-81.687861,CVG,39.048836,-84.667822,11,57.00
LGA,40.777245,-73.872608,DAL,32.847111,-96.851778,18,19.83
OAK,37.721278,-122.220722,DAL,32.847111,-96.851778,5,0.50
BTV,44.471861,-73.153278,EWR,40.6925,-74.168667,8,7.21
LGA,40.777245,-73.872608,CMH,39.997972,-82.891889,16,21.66
ORD,41.978603,-87.904842,SEA,47.449,-122.309306,16,17.89
MSY,29.993389,-90.258028,FLL,26.072583,-80.15275,12,6.51
MSY,29.993389,-90.258028,BWI,39.175361,-76.668333,8,3.69
DEN,39.861656,-104.673178,PIT,40.491467,-80.232872,16,24.77
AUS,30.194528,-97.669889,IAD,38.944533,-77.455811,10,2.66
EWR,40.6925,-74.168667,ROC,43.118866,-77.672389,18,10.31
BUF,42.940525,-78.732167,IAD,38.944533,-77.455811,9,-7.00
DFW,32.896828,-97.037997,VPS,30.48325,-86.5254,15,10.84
MCI,39.297606,-94.713905,HOU,29.645419,-95.278889,20,9.93
SNA,33.675667,-117.868222,PDX,45.588722,-122.5975,19,0.51
FLL,26.072583,-80.15275,EWR,40.6925,-74.168667,22,24.96
RNO,39.499108,-119.768108,DEN,39.861656,-104.673178,10,-18.00
MCO,28.429394,-81.308994,SLC,40.788389,-111.977772,18,18.42
TUL,36.198389,-95.888111,DAL,32.847111,-96.851778,6,-1.56
ATL,33.636719,-84.428067,GSP,34.895556,-82.218889,17,16.51
LAX,33.942536,-118.408075,MDW,41.785972,-87.752417,10,14.56
ONT,34.056,-117.601194,DFW,32.896828,-97.037997,13,15.00
DAL,32.847111,-96.851778,SJC,37.3626,-121.929022,20,7.50
BTR,30.533167,-91.149639,IAH,29.984433,-95.341442,5,-0.51
OKC,35.393089,-97.600733,IAD,38.944533,-77.455811,7,-3.00
SNA,33.675667,-117.868222,PHX,33.434278,-112.011583,21,4.30
MCO,28.429394,-81.308994,JAN,32.311167,-90.075889,10,3.83
CLE,41.411689,-81.849794,RDU,35.877639,-78.787472,11,6.56
BTV,44.471861,-73.153278,DTW,42.212444,-83.353389,14,1.72
IAD,38.944533,-77.455811,ATL,33.636719,-84.428067,20,7.40
MSY,29.993389,-90.258028,DAL,32.847111,-96.851778,9,4.87
SJC,37.3626,-121.929022,JFK,40.639751,-73.778925,10,24.00
CLE,41.411689,-81.849794,MSN,43.139858,-89.337514,16,21.11
ATL,33.636719,-84.428067,BHM,33.562942,-86.75355,21,13.94
PHX,33.434278,-112.011583,DAL,32.847111,-96.851778,5,0.03
MCI,39.297606,-94.713905,OAK,37.721278,-122.220722,21,-5.00
DEN,39.861656,-104.673178,LAX,33.942536,-118.408075,12,9.79
LAX,33.942536,-118.408075,CLD,33.0742,-117.1648,16,7.41
IND,39.717331,-86.294383,LAX,33.942536,-118.408075,13,-2.33
IAD,38.944533,-77.455811,BUF,42.940525,-78.732167,17,20.48
CMH,39.997972,-82.891889,IAD,38.944533,-77.455811,6,4.67
PBI,26.683161,-80.095589,HPN,41.066959,-73.707575,9,9.49
BWI,39.175361,-76.668333,PHX,33.434278,-112.011583,9,12.45
DEN,39.861656,-104.673178,SLC,40.788389,-111.977772,0,15.00
MSY,29.993389,-90.258028,IAH,29.984433,-95.341442,5,2.32
MEM,35.042417,-89.976667,DAL,32.847111,-96.851778,7,4.53
SLC,40.788389,-111.977772,IAH,29.984433,-95.341442,6,6.71
LBB,33.663639,-101.822778,AUS,30.194528,-97.669889,10,-1.09
SJC,37.3626,-121.929022,IAH,29.984433,-95.341442,12,4.76
LAX,33.942536,-118.408075,CVG,39.048836,-84.667822,10,3.17
OAK,37.721278,-122.220722,MDW,41.785972,-87.752417,5,4.08
LFT,30.205278,-91.987611,ATL,33.636719,-84.428067,15,8.22
SFO,37.618972,-122.374889,JAC,43.607333333,-110.73775,17,10.21
SYR,43.111187,-76.106311,JFK,40.639751,-73.778925,15,26.68
BUR,34.200667,-118.358667,DEN,39.861656,-104.673178,18,4.94
LAX,33.942536,-118.408075,ABQ,35.0402222,-106.6091944,13,9.59
SLC,40.788389,-111.977772,DSM,41.533972,-93.663083,17,2.00
BNA,36.124472,-86.678194,MCO,28.429394,-81.308994,10,12.50
OAK,37.721278,-122.220722,BUR,34.200667,-118.358667,10,2.93
BTV,44.471861,-73.153278,LGA,40.777245,-73.872608,8,-5.00
EWR,40.6925,-74.168667,RSW,26.536167,-81.755167,11,8.97
CVG,39.048836,-84.667822,SLC,40.788389,-111.977772,16,7.14
DEN,39.861656,-104.673178,KOA,19.738767,-156.045631,8,21.30
LAS,36.080056,-115.15225,RNO,39.499108,-119.768108,7,0.78
MSY,29.993389,-90.258028,ATL,33.636719,-84.428067,20,2.28
BWI,39.175361,-76.668333,BNA,36.124472,-86.678194,16,14.74
ATL,33.636719,-84.428067,AVL,35.436194,-82.541806,10,6.67
CVG,39.048836,-84.667822,DTW,42.212444,-83.353389,6,1.43
MCO,28.429394,-81.308994,RDU,35.877639,-78.787472,16,14.32
LAX,33.942536,-118.408075,SFO,37.618972,-122.374889,0,14.35
MIA,25.79325,-80.290556,TPA,27.975472,-82.53325,22,12.03
TUS,32.116083,-110.941028,PHX,33.434278,-112.011583,12,-1.36
CPR,42.908,-106.464417,SLC,40.788389,-111.977772,8,-4.75
AUS,30.194528,-97.669889,MSY,29.993389,-90.258028,15,11.37
LAS,36.080056,-115.15225,MAF,31.942528,-102.201914,16,22.22
PHX,33.434278,-112.011583,TUL,36.198389,-95.888111,20,-1.00
BHM,33.562942,-86.75355,BWI,39.175361,-76.668333,9,3.54
IAH,29.984433,-95.341442,CLE,41.411689,-81.849794,15,10.00
MDW,41.785972,-87.752417,MCI,39.297606,-94.713905,15,13.18
ATL,33.636719,-84.428067,PHX,33.434278,-112.011583,16,13.62
JAX,30.494056,-81.687861,BWI,39.175361,-76.668333,13,10.20
HOU,29.645419,-95.278889,MEM,35.042417,-89.976667,7,1.60
IAH,29.984433,-95.341442,LIT,34.729444,-92.224306,8,3.08
PIT,40.491467,-80.232872,JFK,40.639751,-73.778925,17,33.55
ORD,41.978603,-87.904842,SDF,38.1740858,-85.7364989,19,42.94
PHL,39.871944,-75.241139,LGA,40.777245,-73.872608,16,12.86
MCO,28.429394,-81.308994,IND,39.717331,-86.294383,22,28.69
ATL,33.636719,-84.428067,DTW,42.212444,-83.353389,23,9.67
TPA,27.975472,-82.53325,LGA,40.777245,-73.872608,12,3.40
STL,38.748697,-90.370028,RDU,35.877639,-78.787472,11,-2.60
PVD,41.732581,-71.420383,EWR,40.6925,-74.168667,11,-7.33
RDU,35.877639,-78.787472,DFW,32.896828,-97.037997,12,9.37
BUF,42.940525,-78.732167,DTW,42.212444,-83.353389,7,9.95
SEA,47.449,-122.309306,IAH,29.984433,-95.341442,5,6.78
JFK,40.639751,-73.778925,DTW,42.212444,-83.353389,21,2.33
DEN,39.861656,-104.673178,SFO,37.618972,-122.374889,19,22.81
BDL,41.938889,-72.683222,ORD,41.978603,-87.904842,10,6.61
EWR,40.6925,-74.168667,IAH,29.984433,-95.341442,11,16.00
EWR,40.6925,-74.168667,DFW,32.896828,-97.037997,5,0.65
LAS,36.080056,-115.15225,MCI,39.297606,-94.713905,10,5.79
OAK,37.721278,-122.220722,DEN,39.861656,-104.673178,12,18.24
SFO,37.618972,-122.374889,RDU,35.877639,-78.787472,23,45.38
EWR,40.6925,-74.168667,LAS,36.080056,-115.15225,19,31.15
AUS,30.194528,-97.669889,MCO,28.429394,-81.308994,18,35.39
SAN,32.733556,-117.189667,RNO,39.499108,-119.768108,8,2.88
EWR,40.6925,-74.168667,CLE,41.411689,-81.849794,8,5.04
IND,39.717331,-86.294383,MSP,44.881956,-93.221767,18,6.26
LAS,36.080056,-115.15225,ABQ,35.0402222,-106.6091944,7,3.27
BWI,39.175361,-76.668333,PDX,45.588722,-122.5975,11,3.00
IAH,29.984433,-95.341442,MAF,31.942528,-102.201914,21,9.93
SLC,40.788389,-111.977772,OMA,41.303167,-95.894069,16,-2.17
LGA,40.777245,-73.872608,SDF,38.1740858,-85.7364989,10,12.71
SEA,47.449,-122.309306,OKC,35.393089,-97.600733,10,3.96
RIC,37.505167,-77.319667,MSP,44.881956,-93.221767,7,19.19
BWI,39.175361,-76.668333,PWM,43.646161,-70.309281,13,14.76
CMH,39.997972,-82.891889,JFK,40.639751,-73.778925,8,21.56
CLE,41.411689,-81.849794,IAD,38.944533,-77.455811,10,2.40
IAD,38.944533,-77.455811,MDW,41.785972,-87.752417,8,5.49
ONT,34.056,-117.601194,OAK,37.721278,-122.220722,23,47.00
MDW,41.785972,-87.752417,CAK,40.9160833,-81.4421944,10,9.20
PHL,39.871944,-75.241139,RDU,35.877639,-78.787472,9,1.10
BOS,42.364347,-71.005181,SAN,32.733556,-117.189667,9,13.28
BWI,39.175361,-76.668333,BOS,42.364347,-71.005181,21,29.33
OAK,37.721278,-122.220722,HOU,29.645419,-95.278889,8,2.64
DFW,32.896828,-97.037997,PNS,30.473425,-87.186611,12,12.74
ORD,41.978603,-87.904842,BDL,41.938889,-72.683222,19,28.32
TYS,35.810972,-83.994028,ATL,33.636719,-84.428067,16,12.15
ORD,41.978603,-87.904842,LGA,40.777245,-73.872608,21,18.56
BOI,43.564361,-116.222861,PHX,33.434278,-112.011583,8,0.95
ATL,33.636719,-84.428067,DSM,41.533972,-93.663083,21,13.11
MCI,39.297606,-94.713905,DAL,32.847111,-96.851778,11,8.38
SAT,29.533694,-98.469778,PHX,33.434278,-112.011583,14,5.76
OKC,35.393089,-97.600733,LAX,33.942536,-118.408075,19,24.60
IAH,29.984433,-95.341442,OAK,37.721278,-122.220722,8,29.37
IAH,29.984433,-95.341442,BOS,42.364347,-71.005181,14,26.14
SDF,38.1740858,-85.7364989,EWR,40.6925,-74.168667,21,-8.00
IAD,38.944533,-77.455811,CHS,32.898647,-80.040528,7,17.48
HNL,21.318681,-157.922428,OAK,37.721278,-122.220722,15,8.94
IAH,29.984433,-95.341442,ASE,39.2232,-106.869,19,-0.60
MSP,44.881956,-93.221767,MCI,39.297606,-94.713905,22,-0.67
SMF,38.695417,-121.590778,SAN,32.733556,-117.189667,6,1.48
IAD,38.944533,-77.455811,BOS,42.364347,-71.005181,15,10.33
SLC,40.788389,-111.977772,CPR,42.908,-106.464417,20,-3.57
ATL,33.636719,-84.428067,DTW,42.212444,-83.353389,15,11.30
SLC,40.788389,-111.977772,SFO,37.618972,-122.374889,10,23.16
PHX,33.434278,-112.011583,MDW,41.785972,-87.752417,6,0.66
MDW,41.785972,-87.752417,LGA,40.777245,-73.872608,9,14.92
MIA,25.79325,-80.290556,RIC,37.505167,-77.319667,18,4.87
SBA,34.426211,-119.840372,PDX,45.588722,-122.5975,8,-4.56
LAS,36.080056,-115.15225,CLT,35.214,-80.943139,22,2.70
SEA,47.449,-122.309306,BNA,36.124472,-86.678194,12,11.27
BFL,35.433598,-119.05677,PHX,33.434278,-112.011583,19,6.09
MLU,32.510864,-92.037689,ATL,33.636719,-84.428067,15,36.86
ASE,39.2232,-106.869,ORD,41.978603,-87.904842,7,8.36
BOS,42.364347,-71.005181,RDU,35.877639,-78.787472,17,11.08
FLL,26.072583,-80.15275,IND,39.717331,-86.294383,20,30.09
BOS,42.364347,-71.005181,BWI,39.175361,-76.668333,6,0.75
MDW,41.785972,-87.752417,MSY,29.993389,-90.258028,6,0.21
JFK,40.639751,-73.778925,PWM,43.646161,-70.309281,7,-0.08
DFW,32.896828,-97.037997,BWI,39.175361,-76.668333,23,5.00
PHF,37.131894,-76.492989,ATL,33.636719,-84.428067,5,9.48
EGE,39.642556,-106.917694,DFW,32.896828,-97.037997,11,26.07
ATL,33.636719,-84.428067,SRQ,27.395444,-82.554389,10,3.52
FLL,26.072583,-80.15275,CVG,39.048836,-84.667822,10,15.00
ATL,33.636719,-84.428067,JFK,40.639751,-73.778925,17,25.01
RDU,35.877639,-78.787472,ATL,33.636719,-84.428067,6,1.74
ORD,41.978603,-87.904842,EWR,40.6925,-74.168667,17,31.63
ORD,41.978603,-87.904842,OMA,41.303167,-95.894069,15,16.99
SFO,37.618972,-122.374889,JAC,43.607333333,-110.73775,18,8.81
MKE,42.947222,-87.896583,SFO,37.618972,-122.374889,20,67.42
GRR,42.880833,-85.522806,DFW,32.896828,-97.037997,14,13.69
BNA,36.124472,-86.678194,MCO,28.429394,-81.308994,19,16.24
CLT,35.214,-80.943139,GSP,34.895556,-82.218889,20,-4.50
MAF,31.942528,-102.201914,IAH,29.984433,-95.341442,16,8.46
DTW,42.212444,-83.353389,EWR,40.6925,-74.168667,20,20.72
CAK,40.9160833,-81.4421944,TPA,27.975472,-82.53325,18,21.55
CMH,39.997972,-82.891889,DEN,39.861656,-104.673178,14,3.33
LGA,40.777245,-73.872608,MDW,41.785972,-87.752417,20,35.06
MAF,31.942528,-102.201914,IAH,29.984433,-95.341442,8,-0.58
OAK,37.721278,-122.220722,BOI,43.564361,-116.222861,9,1.22
SAT,29.533694,-98.469778,MSY,29.993389,-90.258028,15,5.90
ATL,33.636719,-84.428067,AVL,35.436194,-82.541806,19,17.35
MCI,39.297606,-94.713905,STL,38.748697,-90.370028,9,2.45
SFO,37.618972,-122.374889,SBA,34.426211,-119.840372,23,8.46
RKS,41.5942,-109.065,GCC,44.3489167,-105.5393611,18,-12.47
DTW,42.212444,-83.353389,MSN,43.139858,-89.337514,11,-2.00
ATL,33.636719,-84.428067,DCA,38.852083,-77.037722,20,17.18
SLC,40.788389,-111.977772,COS,38.805805,-104.700778,14,-0.56
DTW,42.212444,-83.353389,CRW,38.373147,-81.593189,13,6.06
CVG,39.048836,-84.667822,CLE,41.411689,-81.849794,17,25.44
ATL,33.636719,-84.428067,ABQ,35.0402222,-106.6091944,11,5.28
MCO,28.429394,-81.308994,SYR,43.111187,-76.106311,14,9.21
IAH,29.984433,-95.341442,XNA,36.2818694,-94.3068111,20,23.30
DEN,39.861656,-104.673178,SMF,38.695417,-121.590778,13,3.50
RDU,35.877639,-78.787472,MCO,28.429394,-81.308994,8,1.04
LCH,30.126112,-93.223335,DFW,32.896828,-97.037997,13,5.36
ATL,33.636719,-84.428067,PHX,33.434278,-112.011583,19,13.25
LFT,30.205278,-91.987611,ATL,33.636719,-84.428067,10,4.94
PHX,33.434278,-112.011583,BFL,35.433598,-119.05677,21,4.71
AUS,30.194528,-97.669889,PDX,45.588722,-122.5975,16,-5.39
SAV,32.127583,-81.202139,ORD,41.978603,-87.904842,13,13.91
BWI,39.175361,-76.668333,DTW,42.212444,-83.353389,14,13.30
PHL,39.871944,-75.241139,TPA,27.975472,-82.53325,19,12.50
MDW,41.785972,-87.752417,BNA,36.124472,-86.678194,5,-1.05
PWM,43.646161,-70.309281,EWR,40.6925,-74.168667,9,-1.55
SAF,35.617108,-106.089422,DFW,32.896828,-97.037997,10,13.01
MIA,25.79325,-80.290556,MCO,28.429394,-81.308994,14,13.39
TUS,32.116083,-110.941028,SAN,32.733556,-117.189667,12,11.31
DFW,32.896828,-97.037997,MAF,31.942528,-102.201914,6,5.33
MKE,42.947222,-87.896583,RSW,26.536167,-81.755167,10,5.20
BUR,34.200667,-118.358667,SMF,38.695417,-121.590778,11,4.07
DTW,42.212444,-83.353389,LIT,34.729444,-92.224306,15,9.10
DEN,39.861656,-104.673178,SFO,37.618972,-122.374889,10,20.29
MDW,41.785972,-87.752417,ICT,37.649944,-97.433056,14,19.71
TPA,27.975472,-82.53325,MDW,41.785972,-87.752417,19,26.80
ORF,36.894611,-76.201222,JAX,30.494056,-81.687861,11,26.73
YUM,32.656578,-114.60598,PHX,33.434278,-112.011583,21,-7.82
DCA,38.852083,-77.037722,CLT,35.214,-80.943139,15,8.00
SFO,37.618972,-122.374889,MSP,44.881956,-93.221767,11,8.32
PDX,45.588722,-122.5975,SJC,37.3626,-121.929022,21,15.51
AUS,30.194528,-97.669889,MCO,28.429394,-81.308994,11,7.33
CPR,42.908,-106.464417,DEN,39.861656,-104.673178,13,-2.76
LAS,36.080056,-115.15225,SJC,37.3626,-121.929022,18,22.54
PIT,40.491467,-80.232872,HOU,29.645419,-95.278889,8,-4.56
MSP,44.881956,-93.221767,ROC,43.118866,-77.672389,9,-2.00
SLC,40.788389,-111.977772,CLT,35.214,-80.943139,11,4.00
SAV,32.127583,-81.202139,ORD,41.978603,-87.904842,6,6.80
MSP,44.881956,-93.221767,BUF,42.940525,-78.732167,13,22.78
GEG,47.619861,-117.533833,OAK,37.721278,-122.220722,7,3.16
HOU,29.645419,-95.278889,FLL,26.072583,-80.15275,21,24.93
FLL,26.072583,-80.15275,CMH,39.997972,-82.891889,15,17.08
OGG,20.89865,-156.430458,KOA,19.738767,-156.045631,12,-3.34
DSM,41.533972,-93.663083,ATL,33.636719,-84.428067,8,-2.90
SLC,40.788389,-111.977772,PSP,33.829667,-116.506694,15,1.67
DTW,42.212444,-83.353389,MIA,25.79325,-80.290556,13,12.19
STL,38.748697,-90.370028,ATL,33.636719,-84.428067,18,12.46
DEN,39.861656,-104.673178,ICT,37.649944,-97.433056,8,0.00
RDU,35.877639,-78.787472,ATL,33.636719,-84.428067,5,-0.34
DAL,32.847111,-96.851778,IND,39.717331,-86.294383,16,12.00
SAN,32.733556,-117.189667,DFW,32.896828,-97.037997,9,3.55
TPA,27.975472,-82.53325,FNT,42.965424,-83.743629,12,21.52
EWR,40.6925,-74.168667,CLT,35.214,-80.943139,11,-0.28
DEN,39.861656,-104.673178,ABQ,35.0402222,-106.6091944,13,12.78
ORD,41.978603,-87.904842,BDL,41.938889,-72.683222,10,12.33
CLE,41.411689,-81.849794,IAH,29.984433,-95.341442,10,14.87
IAH,29.984433,-95.341442,IAD,38.944533,-77.455811,20,40.27
EWR,40.6925,-74.168667,PBI,26.683161,-80.095589,11,8.95
DTW,42.212444,-83.353389,LAN,42.7787,-84.587357,10,6.49
IND,39.717331,-86.294383,BOS,42.364347,-71.005181,5,2.00
DEN,39.861656,-104.673178,PIT,40.491467,-80.232872,11,3.77
RIC,37.505167,-77.319667,CLT,35.214,-80.943139,15,35.00
PHX,33.434278,-112.011583,IND,39.717331,-86.294383,0,2.95
IAD,38.944533,-77.455811,LAS,36.080056,-115.15225,15,10.28
IND,39.717331,-86.294383,PHX,33.434278,-112.011583,6,1.07
HOU,29.645419,-95.278889,SNA,33.675667,-117.868222,8,6.69
MCI,39.297606,-94.713905,ATL,33.636719,-84.428067,18,7.37
EWR,40.6925,-74.168667,ORD,41.978603,-87.904842,14,21.63
HPN,41.066959,-73.707575,ATL,33.636719,-84.428067,16,8.00
SAF,35.617108,-106.089422,DFW,32.896828,-97.037997,20,2.00
SAT,29.533694,-98.469778,LAX,33.942536,-118.408075,16,11.46
IAH,29.984433,-95.341442,LAX,33.942536,-118.408075,6,14.93
MEM,35.042417,-89.976667,LGA,40.777245,-73.872608,7,11.43
CLT,35.214,-80.943139,SEA,47.449,-122.309306,20,18.09
TPA,27.975472,-82.53325,DCA,38.852083,-77.037722,13,4.76
LAX,33.942536,-118.408075,COS,38.805805,-104.700778,10,6.74
DSM,41.533972,-93.663083,ORD,41.978603,-87.904842,10,11.44
DFW,32.896828,-97.037997,XNA,36.2818694,-94.3068111,6,-1.50
IAH,29.984433,-95.341442,AMA,35.219369,-101.705931,18,8.70
CMH,39.997972,-82.891889,MSP,44.881956,-93.221767,19,13.71
ORD,41.978603,-87.904842,LAX,33.942536,-118.408075,7,7.01
MCI,39.297606,-94.713905,PDX,45.588722,-122.5975,15,14.19
JFK,40.639751,-73.778925,RDU,35.877639,-78.787472,19,22.41
JAX,30.494056,-81.687861,ORD,41.978603,-87.904842,8,4.93
SLC,40.788389,-111.977772,SFO,37.618972,-122.374889,19,13.74
CLE,41.411689,-81.849794,PBI,26.683161,-80.095589,6,-8.00
CLD,33.0742,-117.1648,LAX,33.942536,-118.408075,15,5.52
MSP,44.881956,-93.221767,IAH,29.984433,-95.341442,10,14.48
DAL,32.847111,-96.851778,SFO,37.618972,-122.374889,20,46.84
SAV,32.127583,-81.202139,BOS,42.364347,-71.005181,11,21.20
LAX,33.942536,-118.408075,CMH,39.997972,-82.891889,22,6.73
OAK,37.721278,-122.220722,ABQ,35.0402222,-106.6091944,14,21.74
PDX,45.588722,-122.5975,LAS,36.080056,-115.15225,7,-1.09
ABQ,35.0402222,-106.6091944,LAS,36.080056,-115.15225,22,7.50
STL,38.748697,-90.370028,MCI,39.297606,-94.713905,17,13.93
ORF,36.894611,-76.201222,BNA,36.124472,-86.678194,10,9.93
LAX,33.942536,-118.408075,SEA,47.449,-122.309306,6,-1.79
CLE,41.411689,-81.849794,LAS,36.080056,-115.15225,7,1.09
IAD,38.944533,-77.455811,MCO,28.429394,-81.308994,13,25.90
