Origin,Org_Lat,Org_Lon,Dest,Dest_Lat,Dest_Lon,Time_Of_Day,Avg_Delay
IAH,29.984433,-95.341442,ORD,41.978603,-87.904842,7,9.00
TUS,32.116083,-110.941028,DFW,32.896828,-97.037997,13,10.08
MCO,28.429394,-81.308994,MHT,42.932556,-71.435667,7,0.71
CLT,35.214,-80.943139,TPA,27.975472,-82.53325,22,8.35
ORD,41.978603,-87.904842,MIA,25.79325,-80.290556,6,2.40
EWR,40.6925,-74.168667,BWI,39.175361,-76.668333,19,1.60
PHL,39.871944,-75.241139,TPA,27.975472,-82.53325,14,18.84
SMF,38.695417,-121.590778,LAX,33.942536,-118.408075,11,7.46
MKE,42.947222,-87.896583,TPA,27.975472,-82.53325,12,3.59
MHT,42.932556,-71.435667,EWR,40.6925,-74.168667,6,1.01
DAL,32.847111,-96.851778,OKC,35.393089,-97.600733,10,5.13
DEN,39.861656,-104.673178,SDF,38.1740858,-85.7364989,11,14.13
SAN,32.733556,-117.189667,DTW,42.212444,-83.353389,23,-10.00
SBA,34.426211,-119.840372,DEN,39.861656,-104.673178,6,1.85
IAD,38.944533,-77.455811,CLE,41.411689,-81.849794,18,2.00
CMH,39.997972,-82.891889,DEN,39.861656,-104.673178,18,6.10
RDU,35.877639,-78.787472,TPA,27.975472,-82.53325,14,12.12
LAX,33.942536,-118.408075,JFK,40.639751,-73.778925,0,38.09
ORD,41.978603,-87.904842,HNL,21.318681,-157.922428,14,30.84
ATL,33.636719,-84.428067,SHV,32.446629,-93.8256,10,4.58
CLT,35.214,-80.943139,BNA,36.124472,-86.678194,21,-5.00
LBB,33.663639,-101.822778,DAL,32.847111,-96.851778,18,5.90
TPA,27.975472,-82.53325,MDW,41.785972,-87.752417,14,14.70
DFW,32.896828,-97.037997,ABQ,35.0402222,-106.6091944,15,12.73
SJC,37.3626,-121.929022,DEN,39.861656,-104.673178,15,17.13
PHL,39.871944,-75.241139,CLE,41.411689,-81.849794,18,26.04
VPS,30.48325,-86.5254,DFW,32.896828,-97.037997,16,8.58
MCO,28.429394,-81.308994,OMA,41.303167,-95.894069,20,-2.00
FLL,26.072583,-80.15275,MSP,44.881956,-93.221767,13,5.78
BNA,36.124472,-86.678194,MCO,28.429394,-81.308994,11,10.77
MKE,42.947222,-87.896583,EWR,40.6925,-74.168667,7,0.82
IAD,38.944533,-77.455811,JFK,40.639751,-73.778925,14,16.09
DAY,39.902375,-84.219375,ATL,33.636719,-84.428067,10,6.08
ASE,39.2232,-106.869,DEN,39.861656,-104.673178,13,14.55
ORD,41.978603,-87.904842,ROC,43.118866,-77.672389,22,7.08
DTW,42.212444,-83.353389,MDW,41.785972,-87.752417,19,17.22
STL,38.748697,-90.370028,ATL,33.636719,-84.428067,15,12.25
AMA,35.219369,-101.705931,LAS,36.080056,-115.15225,8,10.10
BOS,42.364347,-71.005181,SMF,38.695417,-121.590778,17,18.92
IND,39.717331,-86.294383,RDU,35.877639,-78.787472,9,-3.00
ATL,33.636719,-84.428067,MEM,35.042417,-89.976667,8,2.20
BOS,42.364347,-71.005181,JFK,40.639751,-73.778925,21,20.64
LAX,33.942536,-118.408075,SFO,37.618972,-122.374889,14,21.13
BHM,33.562942,-86.75355,BWI,39.175361,-76.668333,8,-1.59
HOU,29.645419,-95.278889,ATL,33.636719,-84.428067,9,6.64
BOS,42.364347,-71.005181,STL,38.748697,-90.370028,8,-1.03
BWI,39.175361,-76.668333,PHX,33.434278,-112.011583,16,17.84
PIT,40.491467,-80.232872,DTW,42.212444,-83.353389,7,-1.75
PHL,39.871944,-75.241139,RSW,26.536167,-81.755167,9,-0.52
IAH,29.984433,-95.341442,EWR,40.6925,-74.168667,8,7.33
RSW,26.536167,-81.755167,ORD,41.978603,-87.904842,13,5.22
MCO,28.429394,-81.308994,ATL,33.636719,-84.428067,17,14.74
CMH,39.997972,-82.891889,IAH,29.984433,-95.341442,12,-3.25
PHL,39.871944,-75.241139,MYR,33.67975,-78.928333,7,25.23
DEN,39.861656,-104.673178,DSM,41.533972,-93.663083,16,13.43
TUL,36.198389,-95.888111,IAH,29.984433,-95.341442,11,1.22
RSW,26.536167,-81.755167,EWR,40.6925,-74.168667,14,21.94
SEA,47.449,-122.309306,GEG,47.619861,-117.533833,11,7.19
SEA,47.449,-122.309306,LAX,33.942536,-118.408075,18,8.24
BDL,41.938889,-72.683222,MCO,28.429394,-81.308994,8,1.86
GSP,34.895556,-82.218889,BNA,36.124472,-86.678194,14,23.91
DCA,38.852083,-77.037722,CVG,39.048836,-84.667822,6,5.34
LAS,36.080056,-115.15225,IAD,38.944533,-77.455811,9,6.34
PHX,33.434278,-112.011583,MDW,41.785972,-87.752417,20,20.64
TLH,30.396528,-84.350333,MIA,25.79325,-80.290556,7,6.18
MOB,30.691231,-88.242814,IAH,29.984433,-95.341442,10,-1.34
LAS,36.080056,-115.15225,OAK,37.721278,-122.220722,12,12.72
MIA,25.79325,-80.290556,DFW,32.896828,-97.037997,6,4.46
TPA,27.975472,-82.53325,MSY,29.993389,-90.258028,17,13.79
MDW,41.785972,-87.752417,TPA,27.975472,-82.53325,12,7.65
LAS,36.080056,-115.15225,PDX,45.588722,-122.5975,19,5.53
CAK,40.9160833,-81.4421944,ORD,41.978603,-87.904842,22,36.80
SAT,29.533694,-98.469778,SAN,32.733556,-117.189667,12,10.91
BDL,41.938889,-72.683222,DCA,38.852083,-77.037722,19,7.91
PSP,33.829667,-116.506694,DFW,32.896828,-97.037997,12,8.71
SAT,29.533694,-98.469778,ATL,33.636719,-84.428067,10,4.04
CLT,35.214,-80.943139,PHX,33.434278,-112.011583,7,3.80
DTW,42.212444,-83.353389,PHX,33.434278,-112.011583,18,11.85
PHL,39.871944,-75.241139,MIA,25.79325,-80.290556,5,-1.54
IND,39.717331,-86.294383,TPA,27.975472,-82.53325,15,9.81
IAD,38.944533,-77.455811,AUS,30.194528,-97.669889,17,17.34
MSP,44.881956,-93.221767,GRB,44.485072,-88.129589,20,8.86
SFO,37.618972,-122.374889,ATL,33.636719,-84.428067,11,8.26
TPA,27.975472,-82.53325,MCI,39.297606,-94.713905,14,15.39
PBI,26.683161,-80.095589,EWR,40.6925,-74.168667,9,3.33
MEM,35.042417,-89.976667,TPA,27.975472,-82.53325,15,31.40
LAX,33.942536,-118.408075,SBA,34.426211,-119.840372,7,-2.86
CAK,40.9160833,-81.4421944,EWR,40.6925,-74.168667,6,-2.31
IAH,29.984433,-95.341442,RSW,26.536167,-81.755167,21,16.41
ATL,33.636719,-84.428067,SNA,33.675667,-117.868222,8,-2.00
STL,38.748697,-90.370028,FLL,26.072583,-80.15275,21,21.25
LAX,33.942536,-118.408075,ASE,39.2232,-106.869,11,10.10
RDU,35.877639,-78.787472,MSP,44.881956,-93.221767,14,10.53
PDX,45.588722,-122.5975,OAK,37.721278,-122.220722,7,141.80
CLT,35.214,-80.943139,MCO,28.429394,-81.308994,13,7.81
DFW,32.896828,-97.037997,BHM,33.562942,-86.75355,14,12.91
TPA,27.975472,-82.53325,CLT,35.214,-80.943139,12,-0.50
DFW,32.896828,-97.037997,MTJ,38.509794,-107.894242,13,1.27
PDX,45.588722,-122.5975,EWR,40.6925,-74.168667,11,-5.00
BNA,36.124472,-86.678194,EWR,40.6925,-74.168667,20,18.94
FLL,26.072583,-80.15275,DCA,38.852083,-77.037722,18,17.25
ROA,37.325472,-79.975417,ORD,41.978603,-87.904842,6,5.55
AUS,30.194528,-97.669889,OAK,37.721278,-122.220722,16,25.45
DTW,42.212444,-83.353389,BTV,44.471861,-73.153278,12,8.93
MKE,42.947222,-87.896583,MSP,44.881956,-93.221767,11,2.98
BWI,39.175361,-76.668333,ORF,36.894611,-76.201222,22,22.42
IAD,38.944533,-77.455811,LAX,33.942536,-118.408075,16,15.26
SLC,40.788389,-111.977772,DFW,32.896828,-97.037997,12,14.80
HNL,21.318681,-157.922428,DFW,32.896828,-97.037997,20,16.74
LAX,33.942536,-118.408075,FAT,36.776194,-119.71814,21,13.74
MCO,28.429394,-81.308994,RDU,35.877639,-78.787472,17,18.49
MHT,42.932556,-71.435667,LGA,40.777245,-73.872608,7,1.83
PIT,40.491467,-80.232872,EWR,40.6925,-74.168667,14,21.65
CLT,35.214,-80.943139,ORD,41.978603,-87.904842,22,11.01
MAF,31.942528,-102.201914,DAL,32.847111,-96.851778,7,-2.42
ATL,33.636719,-84.428067,RAP,44.045278,-103.057222,19,27.15
SNA,33.675667,-117.868222,EWR,40.6925,-74.168667,17,13.69
ABQ,35.0402222,-106.6091944,MCO,28.429394,-81.308994,18,21.57
DEN,39.861656,-104.673178,FAT,36.776194,-119.71814,13,16.00
BWI,39.175361,-76.668333,CLE,41.411689,-81.849794,17,18.88
BHM,33.562942,-86.75355,IAH,29.984433,-95.341442,15,14.62
BNA,36.124472,-86.678194,DCA,38.852083,-77.037722,12,0.09
ROC,43.118866,-77.672389,LGA,40.777245,-73.872608,7,-1.66
PDX,45.588722,-122.5975,IAD,38.944533,-77.455811,22,3.85
ASE,39.2232,-106.869,SFO,37.618972,-122.374889,8,39.41
EWR,40.6925,-74.168667,BWI,39.175361,-76.668333,12,5.88
CHS,32.898647,-80.040528,LGA,40.777245,-73.872608,7,1.40
MYR,33.67975,-78.928333,LGA,40.777245,-73.872608,12,-2.20
DAL,32.847111,-96.851778,OKC,35.393089,-97.600733,19,25.25
LAX,33.942536,-118.408075,PDX,45.588722,-122.5975,13,2.77
ORD,41.978603,-87.904842,MEM,35.042417,-89.976667,5,2.28
DEN,39.861656,-104.673178,MCO,28.429394,-81.308994,8,5.43
MDW,41.785972,-87.752417,LAS,36.080056,-115.15225,19,28.40
PHL,39.871944,-75.241139,ORD,41.978603,-87.904842,9,7.27
BWI,39.175361,-76.668333,JAX,30.494056,-81.687861,11,5.14
ATL,33.636719,-84.428067,SAV,32.127583,-81.202139,22,11.09
CRP,27.770361,-97.501222,DFW,32.896828,-97.037997,8,7.02
PSP,33.829667,-116.506694,LAX,33.942536,-118.408075,8,14.41
PHL,39.871944,-75.241139,MDW,41.785972,-87.752417,18,22.64
CHS,32.898647,-80.040528,BOS,42.364347,-71.005181,20,-4.50
BDL,41.938889,-72.683222,MCO,28.429394,-81.308994,11,10.12
LGA,40.777245,-73.872608,STL,38.748697,-90.370028,16,12.73
LBB,33.663639,-101.822778,DAL,32.847111,-96.851778,13,5.08
ORD,41.978603,-87.904842,BNA,36.124472,-86.678194,9,7.85
TPA,27.975472,-82.53325,ORD,41.978603,-87.904842,13,13.96
IAH,29.984433,-95.341442,CLE,41.411689,-81.849794,16,14.50
MSP,44.881956,-93.221767,PHX,33.434278,-112.011583,21,10.28
CLT,35.214,-80.943139,PVD,41.732581,-71.420383,10,3.73
BWI,39.175361,-76.668333,ROC,43.118866,-77.672389,15,0.25
LGA,40.777245,-73.872608,DAY,39.902375,-84.219375,8,1.79
RNO,39.499108,-119.768108,SAN,32.733556,-117.189667,9,1.73
DFW,32.896828,-97.037997,SHV,32.446629,-93.8256,22,13.02
PDX,45.588722,-122.5975,SMF,38.695417,-121.590778,5,-0.45
PNS,30.473425,-87.186611,HOU,29.645419,-95.278889,9,1.02
ORD,41.978603,-87.904842,SYR,43.111187,-76.106311,6,14.12
MSY,29.993389,-90.258028,PHX,33.434278,-112.011583,16,12.32
MKE,42.947222,-87.896583,ATL,33.636719,-84.428067,21,0.00
SDF,38.1740858,-85.7364989,BWI,39.175361,-76.668333,15,15.57
JFK,40.639751,-73.778925,ROC,43.118866,-77.672389,21,33.35
DTW,42.212444,-83.353389,SEA,47.449,-122.309306,18,0.75
CLT,35.214,-80.943139,DEN,39.861656,-104.673178,20,16.43
MCI,39.297606,-94.713905,BNA,36.124472,-86.678194,6,-0.58
MSP,44.881956,-93.221767,BWI,39.175361,-76.668333,15,8.13
MSP,44.881956,-93.221767,DEN,39.861656,-104.673178,15,15.34
DAL,32.847111,-96.851778,SFO,37.618972,-122.374889,9,18.65
CRP,27.770361,-97.501222,HRL,26.2285,-97.654389,11,191.00
ORF,36.894611,-76.201222,BOS,42.364347,-71.005181,8,17.46
DFW,32.896828,-97.037997,DSM,41.533972,-93.663083,21,10.35
ATL,33.636719,-84.428067,MIA,25.79325,-80.290556,21,11.20
MSP,44.881956,-93.221767,GRR,42.880833,-85.522806,17,2.62
OAK,37.721278,-122.220722,SLC,40.788389,-111.977772,7,6.24
MCO,28.429394,-81.308994,JFK,40.639751,-73.778925,11,12.63
MSY,29.993389,-90.258028,MIA,25.79325,-80.290556,20,0.69
MDW,41.785972,-87.752417,JAX,30.494056,-81.687861,15,10.84
TPA,27.975472,-82.53325,BOS,42.364347,-71.005181,10,8.25
HOU,29.645419,-95.278889,SAT,29.533694,-98.469778,13,9.86
JFK,40.639751,-73.778925,PBI,26.683161,-80.095589,21,28.48
MSN,43.139858,-89.337514,ORD,41.978603,-87.904842,15,10.60
TUL,36.198389,-95.888111,IAH,29.984433,-95.341442,18,12.24
PDX,45.588722,-122.5975,JFK,40.639751,-73.778925,11,8.24
PHL,39.871944,-75.241139,LGA,40.777245,-73.872608,17,9.61
GEG,47.619861,-117.533833,MSP,44.881956,-93.221767,6,1.66
HOU,29.645419,-95.278889,LAX,33.942536,-118.408075,11,15.31
ORD,41.978603,-87.904842,PDX,45.588722,-122.5975,8,9.77
GJT,39.122413,-108.526735,DFW,32.896828,-97.037997,6,5.26
ATL,33.636719,-84.428067,CAE,33.938833,-81.119528,20,14.02
LGA,40.777245,-73.872608,MCI,39.297606,-94.713905,20,24.34
DTW,42.212444,-83.353389,LAN,42.7787,-84.587357,9,19.50
MOB,30.691231,-88.242814,IAH,29.984433,-95.341442,19,-0.67
HNL,21.318681,-157.922428,DFW,32.896828,-97.037997,22,13.24
GSP,34.895556,-82.218889,EWR,40.6925,-74.168667,9,6.03
PHX,33.434278,-112.011583,GJT,39.122413,-108.526735,20,5.40
MSY,29.993389,-90.258028,DEN,39.861656,-104.673178,9,2.50
OMA,41.303167,-95.894069,LAX,33.942536,-118.408075,15,11.48
IAD,38.944533,-77.455811,MIA,25.79325,-80.290556,9,10.38
OKC,35.393089,-97.600733,DFW,32.896828,-97.037997,12,16.45
DSM,41.533972,-93.663083,PHX,33.434278,-112.011583,17,7.99
SBA,34.426211,-119.840372,SEA,47.449,-122.309306,19,-1.18
JFK,40.639751,-73.778925,PHX,33.434278,-112.011583,7,5.60
IAH,29.984433,-95.341442,MIA,25.79325,-80.290556,15,5.02
SLC,40.788389,-111.977772,DTW,42.212444,-83.353389,8,7.56
EWR,40.6925,-74.168667,CHS,32.898647,-80.040528,15,13.67
MEM,35.042417,-89.976667,MSP,44.881956,-93.221767,6,-2.91
SLC,40.788389,-111.977772,BWI,39.175361,-76.668333,6,-0.03
PHX,33.434278,-112.011583,AUS,30.194528,-97.669889,10,6.49
LGA,40.777245,-73.872608,RSW,26.536167,-81.755167,11,14.29
CMH,39.997972,-82.891889,TPA,27.975472,-82.53325,8,-1.26
CAK,40.9160833,-81.4421944,MCO,28.429394,-81.308994,12,5.41
MHT,42.932556,-71.435667,BWI,39.175361,-76.668333,21,39.55
MAF,31.942528,-102.201914,DFW,32.896828,-97.037997,13,21.65
DEN,39.861656,-104.673178,GSO,36.09775,-79.937306,15,-1.50
SMF,38.695417,-121.590778,PHX,33.434278,-112.011583,10,6.22
IND,39.717331,-86.294383,EWR,40.6925,-74.168667,15,25.49
DEN,39.861656,-104.673178,MSP,44.881956,-93.221767,6,4.61
LAS,36.080056,-115.15225,MDW,41.785972,-87.752417,10,7.94
MSP,44.881956,-93.221767,BNA,36.124472,-86.678194,9,13.37
PWM,43.646161,-70.309281,DTW,42.212444,-83.353389,18,7.07
DFW,32.896828,-97.037997,CVG,39.048836,-84.667822,14,8.83
SEA,47.449,-122.309306,ABQ,35.0402222,-106.6091944,12,29.00
DTW,42.212444,-83.353389,BDL,41.938889,-72.683222,10,6.22
MKE,42.947222,-87.896583,MSP,44.881956,-93.221767,18,24.09
ROC,43.118866,-77.672389,MSP,44.881956,-93.221767,13,0.00
IAH,29.984433,-95.341442,AEX,31.3274,-92.549833,10,2.95
MDW,41.785972,-87.752417,CMH,39.997972,-82.891889,17,20.66
RSW,26.536167,-81.755167,MSP,44.881956,-93.221767,9,-7.00
BOS,42.364347,-71.005181,ORD,41.978603,-87.904842,11,8.24
SEA,47.449,-122.309306,IAD,38.944533,-77.455811,6,2.76
CLE,41.411689,-81.849794,ORD,41.978603,-87.904842,20,14.27
SEA,47.449,-122.309306,ABQ,35.0402222,-106.6091944,8,7.29
ORD,41.978603,-87.904842,SAT,29.533694,-98.469778,13,12.00
SAT,29.533694,-98.469778,BNA,36.124472,-86.678194,17,16.19
LAX,33.942536,-118.408075,EWR,40.6925,-74.168667,15,15.14
MLU,32.510864,-92.037689,IAH,29.984433,-95.341442,12,0.50
MSP,44.881956,-93.221767,RSW,26.536167,-81.755167,19,8.12
IAD,38.944533,-77.455811,IND,39.717331,-86.294383,21,5.56
ATL,33.636719,-84.428067,TYS,35.810972,-83.994028,22,13.08
ABQ,35.0402222,-106.6091944,MCO,28.429394,-81.308994,17,16.13
JFK,40.639751,-73.778925,MIA,25.79325,-80.290556,7,3.91
DEN,39.861656,-104.673178,FAT,36.776194,-119.71814,18,19.61
MKE,42.947222,-87.896583,DCA,38.852083,-77.037722,10,-0.18
CLE,41.411689,-81.849794,FLL,26.072583,-80.15275,12,9.81
MSP,44.881956,-93.221767,FLL,26.072583,-80.15275,20,14.00
PIT,40.491467,-80.232872,ORD,41.978603,-87.904842,6,1.31
DFW,32.896828,-97.037997,BTR,30.533167,-91.149639,11,6.80
SRQ,27.395444,-82.554389,LGA,40.777245,-73.872608,14,13.62
GRR,42.880833,-85.522806,STL,38.748697,-90.370028,9,1.40
MSY,29.993389,-90.258028,MEM,35.042417,-89.976667,8,-4.78
ORD,41.978603,-87.904842,LAX,33.942536,-118.408075,8,7.32
TYS,35.810972,-83.994028,IAH,29.984433,-95.341442,12,13.32
MSP,44.881956,-93.221767,OKC,35.393089,-97.600733,16,-1.00
MSP,44.881956,-93.221767,SFO,37.618972,-122.374889,11,12.62
ORD,41.978603,-87.904842,PWM,43.646161,-70.309281,7,7.10
LGA,40.777245,-73.872608,SAV,32.127583,-81.202139,13,14.17
MSP,44.881956,-93.221767,BDL,41.938889,-72.683222,6,9.23
DCA,38.852083,-77.037722,LGA,40.777245,-73.872608,13,4.97
GSP,34.895556,-82.218889,BWI,39.175361,-76.668333,14,15.00
SLC,40.788389,-111.977772,DTW,42.212444,-83.353389,12,2.00
EWR,40.6925,-74.168667,BOS,42.364347,-71.005181,6,-0.02
DTW,42.212444,-83.353389,MDW,41.785972,-87.752417,6,5.09
MDW,41.785972,-87.752417,ORF,36.894611,-76.201222,19,25.96
IAH,29.984433,-95.341442,MKE,42.947222,-87.896583,10,10.83
DEN,39.861656,-104.673178,PBI,26.683161,-80.095589,8,3.88
DEN,39.861656,-104.673178,DTW,42.212444,-83.353389,7,15.67
COS,38.805805,-104.700778,SFO,37.618972,-122.374889,15,-7.00
PHL,39.871944,-75.241139,MDW,41.785972,-87.752417,11,9.50
ATL,33.636719,-84.428067,ICT,37.649944,-97.433056,9,7.63
PHL,39.871944,-75.241139,DEN,39.861656,-104.673178,9,2.66
AUS,30.194528,-97.669889,LBB,33.663639,-101.822778,14,3.94
PHX,33.434278,-112.011583,SNA,33.675667,-117.868222,11,5.29
MCO,28.429394,-81.308994,ORD,41.978603,-87.904842,13,12.81
SLC,40.788389,-111.977772,MSN,43.139858,-89.337514,14,0.70
PVD,41.732581,-71.420383,BWI,39.175361,-76.668333,14,9.90
ICT,37.649944,-97.433056,IAH,29.984433,-95.341442,20,53.00
DEN,39.861656,-104.673178,MAF,31.942528,-102.201914,21,8.61
BWI,39.175361,-76.668333,HOU,29.645419,-95.278889,19,24.93
SBA,34.426211,-119.840372,LAX,33.942536,-118.408075,9,2.85
SAN,32.733556,-117.189667,HOU,29.645419,-95.278889,8,4.45
IAD,38.944533,-77.455811,TPA,27.975472,-82.53325,13,23.00
DCA,38.852083,-77.037722,DEN,39.861656,-104.673178,14,4.66
IAH,29.984433,-95.341442,BOS,42.364347,-71.005181,16,17.79
IAH,29.984433,-95.341442,RDU,35.877639,-78.787472,6,-2.00
BOS,42.364347,-71.005181,LGA,40.777245,-73.872608,6,-2.14
IND,39.717331,-86.294383,LAS,36.080056,-115.15225,20,9.81
PWM,43.646161,-70.309281,EWR,40.6925,-74.168667,20,21.05
PHX,33.434278,-112.011583,BNA,36.124472,-86.678194,9,10.44
ANC,61.174361,-149.996361,JNU,58.354972,-134.576278,20,0.15
BUF,42.940525,-78.732167,BWI,39.175361,-76.668333,6,0.42
OAK,37.721278,-122.220722,SLC,40.788389,-111.977772,9,5.11
TYS,35.810972,-83.994028,ORD,41.978603,-87.904842,9,15.48
FLL,26.072583,-80.15275,ISP,40.79525,-73.100222,22,3.75
BWI,39.175361,-76.668333,PWM,43.646161,-70.309281,21,28.96
ATL,33.636719,-84.428067,DEN,39.861656,-104.673178,7,12.15
SAT,29.533694,-98.469778,STL,38.748697,-90.370028,7,-2.07
PDX,45.588722,-122.5975,PSP,33.829667,-116.506694,16,-0.35
AUS,30.194528,-97.669889,DAL,32.847111,-96.851778,21,22.62
CMH,39.997972,-82.891889,IAH,29.984433,-95.341442,11,5.45
MCO,28.429394,-81.308994,HOU,29.645419,-95.278889,20,15.89
MEM,35.042417,-89.976667,MSY,29.993389,-90.258028,7,-2.97
DFW,32.896828,-97.037997,MFE,26.175833,-98.238611,12,15.67
EWR,40.6925,-74.168667,MKE,42.947222,-87.896583,19,15.84
DFW,32.896828,-97.037997,FAT,36.776194,-119.71814,10,7.43
MCI,39.297606,-94.713905,SEA,47.449,-122.309306,17,-2.07
EWR,40.6925,-74.168667,CMH,39.997972,-82.891889,16,17.28
ORD,41.978603,-87.904842,LIT,34.729444,-92.224306,18,16.86
ALB,42.748267,-73.801692,FLL,26.072583,-80.15275,13,9.70
LAX,33.942536,-118.408075,SMX,34.8989,-120.457,12,3.47
HOU,29.645419,-95.278889,LAX,33.942536,-118.408075,18,25.54
CVG,39.048836,-84.667822,LGA,40.777245,-73.872608,20,22.12
TUS,32.116083,-110.941028,LAX,33.942536,-118.408075,7,1.43
PHX,33.434278,-112.011583,FLL,26.072583,-80.15275,13,16.29
ATL,33.636719,-84.428067,PDX,45.588722,-122.5975,9,5.66
SMF,38.695417,-121.590778,LAS,36.080056,-115.15225,15,15.45
MCO,28.429394,-81.308994,DTW,42.212444,-83.353389,14,5.49
GSP,34.895556,-82.218889,MDW,41.785972,-87.752417,9,0.02
ORD,41.978603,-87.904842,CLT,35.214,-80.943139,8,12.87
IAD,38.944533,-77.455811,RDU,35.877639,-78.787472,18,19.89
ORD,41.978603,-87.904842,MSP,44.881956,-93.221767,19,23.07
DTW,42.212444,-83.353389,IND,39.717331,-86.294383,15,12.61
IAD,38.944533,-77.455811,MCO,28.429394,-81.308994,17,19.79
DTW,42.212444,-83.353389,RIC,37.505167,-77.319667,8,8.42
BWI,39.175361,-76.668333,MSY,29.993389,-90.258028,14,10.88
DTW,42.212444,-83.353389,CAE,33.938833,-81.119528,14,13.79
SEA,47.449,-122.309306,MDW,41.785972,-87.752417,12,14.90
DCA,38.852083,-77.037722,DFW,32.896828,-97.037997,13,12.26
MYR,33.67975,-78.928333,DFW,32.896828,-97.037997,11,16.11
SDF,38.1740858,-85.7364989,CLT,35.214,-80.943139,16,-3.83
DTW,42.212444,-83.353389,ROA,37.325472,-79.975417,9,-4.50
SDF,38.1740858,-85.7364989,TPA,27.975472,-82.53325,7,-0.59
BOS,42.364347,-71.005181,PHL,39.871944,-75.241139,21,-8.50
GSP,34.895556,-82.218889,MDW,41.785972,-87.752417,19,21.00
DEN,39.861656,-104.673178,MDW,41.785972,-87.752417,13,13.35
SRQ,27.395444,-82.554389,ORD,41.978603,-87.904842,9,-0.50
DCA,38.852083,-77.037722,CAK,40.9160833,-81.4421944,15,11.26
BDL,41.938889,-72.683222,PHL,39.871944,-75.241139,5,-2.00
BTV,44.471861,-73.153278,ORD,41.978603,-87.904842,5,11.50
PHX,33.434278,-112.011583,PHL,39.871944,-75.241139,1,8.52
DFW,32.896828,-97.037997,PHX,33.434278,-112.011583,19,20.78
CLT,35.214,-80.943139,CMH,39.997972,-82.891889,14,12.50
BDL,41.938889,-72.683222,MDW,41.785972,-87.752417,6,1.98
DEN,39.861656,-104.673178,ORD,41.978603,-87.904842,23,6.00
MDW,41.785972,-87.752417,PIT,40.491467,-80.232872,7,0.53
FLL,26.072583,-80.15275,AUS,30.194528,-97.669889,17,16.55
LAS,36.080056,-115.15225,DFW,32.896828,-97.037997,6,-1.04
ORF,36.894611,-76.201222,IAD,38.944533,-77.455811,19,23.47
ATL,33.636719,-84.428067,MSY,29.993389,-90.258028,10,4.68
SFO,37.618972,-122.374889,MRY,36.587,-121.842944,9,14.09
CHS,32.898647,-80.040528,ATL,33.636719,-84.428067,16,3.65
MSP,44.881956,-93.221767,BOI,43.564361,-116.222861,11,4.93
COS,38.805805,-104.700778,DEN,39.861656,-104.673178,7,6.91
IAD,38.944533,-77.455811,CLT,35.214,-80.943139,18,24.19
SJC,37.3626,-121.929022,AUS,30.194528,-97.669889,10,9.89
LAX,33.942536,-118.408075,FLL,26.072583,-80.15275,11,7.90
LAS,36.080056,-115.15225,STL,38.748697,-90.370028,6,-1.03
STL,38.748697,-90.370028,PHL,39.871944,-75.241139,7,-2.00
DFW,32.896828,-97.037997,AEX,31.3274,-92.549833,18,-2.00
MDW,41.785972,-87.752417,DSM,41.533972,-93.663083,19,32.38
BOS,42.364347,-71.005181,ORD,41.978603,-87.904842,18,29.06
FWA,40.978472,-85.195139,ORD,41.978603,-87.904842,17,22.65
DAL,32.847111,-96.851778,MAF,31.942528,-102.201914,10,4.58
ORD,41.978603,-87.904842,CAE,33.938833,-81.119528,11,0.00
IAD,38.944533,-77.455811,EWR,40.6925,-74.168667,21,19.91
SJC,37.3626,-121.929022,LAX,33.942536,-118.408075,16,10.73
SMF,38.695417,-121.590778,PHX,33.434278,-112.011583,8,2.95
ELP,31.80725,-106.377583,PHX,33.434278,-112.011583,17,19.69
JFK,40.639751,-73.778925,BTV,44.471861,-73.153278,12,4.50
SYR,43.111187,-76.106311,JFK,40.639751,-73.778925,7,-5.00
MCO,28.429394,-81.308994,MIA,25.79325,-80.290556,7,4.69
DEN,39.861656,-104.673178,BFL,35.433598,-119.05677,14,2.02
MCO,28.429394,-81.308994,MEM,35.042417,-89.976667,8,-4.00
IAH,29.984433,-95.341442,OKC,35.393089,-97.600733,17,16.95
CHA,35.035278,-85.203808,DFW,32.896828,-97.037997,8,4.22
DCA,38.852083,-77.037722,MKE,42.947222,-87.896583,14,2.03
STL,38.748697,-90.370028,SFO,37.618972,-122.374889,19,23.56
BOS,42.364347,-71.005181,DFW,32.896828,-97.037997,14,6.17
HOU,29.645419,-95.278889,DFW,32.896828,-97.037997,15,24.83
ORD,41.978603,-87.904842,ORF,36.894611,-76.201222,9,4.50
MSY,29.993389,-90.258028,DAL,32.847111,-96.851778,13,7.04
PHL,39.871944,-75.241139,ORD,41.978603,-87.904842,16,20.78
TPA,27.975472,-82.53325,ORF,36.894611,-76.201222,12,0.29
